CRC,Size (Bytes),Frame ID (Type),Sequential ID,RTC Send Datetime,RTC Log Datetime,Driver ID,Events Group,BMS-1 Voltage (Volt),BMS-1 Current (Ampere),BMS-2 Voltage (Volt),BMS-2 Current (Ampere),GPS Longitude,GPS Latitude,GPS HDOP,GPS Heading (Degree),Vehicle Speed (Km/hr),Odometer (Km),Signal Quality (%),Battery Voltage (mVolt),Range Approximation (Km),Battery Efficiency (Km/kWh),Trip A (Km),Trip B (Km),BMS-1 SoC (%),BMS-1 Temperature (Celcius),BMS-2 SoC (%),BMS-2 Temperature (Celcius)
6A8EA1CE,83,2 (Full),5.425,"Fri, 02 Oct 2020, 16:30:54","Fri, 02 Oct 2020, 16:28:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7071104,-7.5108416,1,38,22,5.035,58,3.636,22,234,0,0,0,0.00,0,0.00
720505FE,83,2 (Full),5.426,"Fri, 02 Oct 2020, 16:30:57","Fri, 02 Oct 2020, 16:28:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7073152,-7.5106976,1,56,35,5.035,70,3.654,19,237,0,0,0,0.00,0,0.00
98166CFD,83,2 (Full),5.427,"Fri, 02 Oct 2020, 16:30:59","Fri, 02 Oct 2020, 16:28:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7074688,-7.5105432,1,36,24,5.035,70,3.654,16,240,0,0,0,0.00,0,0.00
566B6002,83,2 (Full),5.428,"Fri, 02 Oct 2020, 16:31:02","Fri, 02 Oct 2020, 16:28:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7075456,-7.51032,1,14,33,5.035,64,3.654,13,243,0,0,0,0.00,0,0.00
61EEFE5C,83,2 (Full),5.429,"Fri, 02 Oct 2020, 16:31:05","Fri, 02 Oct 2020, 16:28:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.707648,-7.5100168,1,18,40,5.035,77,3.672,10,246,0,0,0,0.00,0,0.00
108DE578,83,2 (Full),5.430,"Fri, 02 Oct 2020, 16:31:08","Fri, 02 Oct 2020, 16:28:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7077632,-7.5097448,1,20,32,5.035,87,3.654,7,249,0,0,0,0.00,0,0.00
1B255BDE,83,2 (Full),5.431,"Fri, 02 Oct 2020, 16:31:10","Fri, 02 Oct 2020, 16:28:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7078272,-7.5095328,1,20,21,5.035,87,3.672,4,252,0,0,0,0.00,0,0.00
2E8F7068,83,2 (Full),5.432,"Fri, 02 Oct 2020, 16:31:12","Fri, 02 Oct 2020, 16:28:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7078912,-7.5093864,1,28,19,5.035,90,3.672,1,255,0,0,0,0.00,0,0.00
D6987135,83,2 (Full),5.433,"Fri, 02 Oct 2020, 16:31:15","Fri, 02 Oct 2020, 16:28:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7080064,-7.5091712,1,18,34,5.035,90,3.654,254,2,0,0,0,0.00,0,0.00
CCE8A135,83,2 (Full),5.434,"Fri, 02 Oct 2020, 16:31:17","Fri, 02 Oct 2020, 16:28:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7081088,-7.508868,1,20,43,5.035,87,3.654,251,5,0,0,0,0.00,0,0.00
7E85F6BF,83,2 (Full),5.435,"Fri, 02 Oct 2020, 16:31:19","Fri, 02 Oct 2020, 16:28:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7081856,-7.508544,1,12,42,5.035,77,3.672,248,8,0,0,0,0.00,0,0.00
59D150A4,83,2 (Full),5.436,"Fri, 02 Oct 2020, 16:31:22","Fri, 02 Oct 2020, 16:28:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7082624,-7.5081608,1,14,53,5.035,74,3.654,245,11,0,0,0,0.00,0,0.00
C9BCEBA2,83,2 (Full),5.437,"Fri, 02 Oct 2020, 16:31:25","Fri, 02 Oct 2020, 16:28:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.708352,-7.5077688,1,10,49,5.035,77,3.672,242,14,0,0,0,0.00,0,0.00
B8DB24F4,83,2 (Full),5.438,"Fri, 02 Oct 2020, 16:31:27","Fri, 02 Oct 2020, 16:28:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7083776,-7.507412,1,2,45,5.035,74,3.654,239,17,0,0,0,0.00,0,0.00
81CBCFA6,83,2 (Full),5.439,"Fri, 02 Oct 2020, 16:31:29","Fri, 02 Oct 2020, 16:28:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7084032,-7.5070632,1,2,44,5.035,74,3.654,236,20,0,0,0,0.00,0,0.00
6D154B28,83,2 (Full),5.440,"Fri, 02 Oct 2020, 16:31:31","Fri, 02 Oct 2020, 16:28:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7084032,-7.5067256,1,2,43,5.035,70,3.654,233,23,0,0,0,0.00,0,0.00
6A6B216C,83,2 (Full),5.441,"Fri, 02 Oct 2020, 16:31:33","Fri, 02 Oct 2020, 16:28:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7084288,-7.5063912,1,2,43,5.035,61,3.654,230,26,0,0,0,0.00,0,0.00
E028BBE3,83,2 (Full),5.442,"Fri, 02 Oct 2020, 16:31:35","Fri, 02 Oct 2020, 16:29:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7084672,-7.5060416,1,8,50,5.035,67,3.654,227,29,0,0,0,0.00,0,0.00
02E96F46,83,2 (Full),5.443,"Fri, 02 Oct 2020, 16:31:38","Fri, 02 Oct 2020, 16:29:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.708544,-7.5056312,1,12,56,5.035,77,3.654,224,32,0,0,0,0.00,0,0.00
BE2EE975,83,2 (Full),5.444,"Fri, 02 Oct 2020, 16:31:40","Fri, 02 Oct 2020, 16:29:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7085952,-7.5052344,1,6,50,5.035,77,3.654,221,35,0,0,0,0.00,0,0.00
030F46D1,83,2 (Full),5.445,"Fri, 02 Oct 2020, 16:31:43","Fri, 02 Oct 2020, 16:29:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7086592,-7.504884,2,10,42,5.035,87,3.672,218,38,0,0,0,0.00,0,0.00
1162DFFC,83,2 (Full),5.446,"Fri, 02 Oct 2020, 16:31:45","Fri, 02 Oct 2020, 16:29:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7087232,-7.5045624,1,8,41,5.035,100,3.672,215,41,0,0,0,0.00,0,0.00
73E7E912,83,2 (Full),5.447,"Fri, 02 Oct 2020, 16:31:47","Fri, 02 Oct 2020, 16:29:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7087744,-7.5042664,1,8,34,5.035,77,3.672,212,44,0,0,0,0.00,0,0.00
59D3A24F,83,2 (Full),5.448,"Fri, 02 Oct 2020, 16:31:49","Fri, 02 Oct 2020, 16:29:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7088128,-7.5040464,1,8,23,5.035,87,3.672,209,47,0,0,0,0.00,0,0.00
5461A269,83,2 (Full),5.449,"Fri, 02 Oct 2020, 16:31:52","Fri, 02 Oct 2020, 16:29:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7088256,-7.5039008,1,8,15,5.035,87,3.654,206,50,0,0,0,0.00,0,0.00
0ECBFD73,83,2 (Full),5.450,"Fri, 02 Oct 2020, 16:31:54","Fri, 02 Oct 2020, 16:29:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.708864,-7.5037752,1,12,17,5.035,96,3.654,203,53,0,0,0,0.00,0,0.00
63340464,83,2 (Full),5.451,"Fri, 02 Oct 2020, 16:31:56","Fri, 02 Oct 2020, 16:29:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.708864,-7.5036256,1,0,20,5.036,74,3.672,200,56,0,0,0,0.00,0,0.00
0634FB73,83,2 (Full),5.452,"Fri, 02 Oct 2020, 16:31:59","Fri, 02 Oct 2020, 16:29:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7089024,-7.5034464,1,10,21,5.036,67,3.654,197,59,0,0,0,0.00,0,0.00
8AC89912,83,2 (Full),5.453,"Fri, 02 Oct 2020, 16:32:01","Fri, 02 Oct 2020, 16:29:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7089408,-7.5032776,1,4,21,5.036,70,3.654,194,62,0,0,0,0.00,0,0.00
2015E36A,83,2 (Full),5.454,"Fri, 02 Oct 2020, 16:32:03","Fri, 02 Oct 2020, 16:29:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7089408,-7.5031352,1,2,17,5.036,77,3.654,191,65,0,0,0,0.00,0,0.00
831CEF61,83,2 (Full),5.455,"Fri, 02 Oct 2020, 16:32:05","Fri, 02 Oct 2020, 16:29:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7089664,-7.5029584,1,12,23,5.036,87,3.654,188,68,0,0,0,0.00,0,0.00
E9870874,83,2 (Full),5.456,"Fri, 02 Oct 2020, 16:32:08","Fri, 02 Oct 2020, 16:29:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7090048,-7.5027744,1,6,21,5.036,70,3.654,185,71,0,0,0,0.00,0,0.00
E5F30C06,83,2 (Full),5.457,"Fri, 02 Oct 2020, 16:32:10","Fri, 02 Oct 2020, 16:29:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7090304,-7.5025928,1,10,21,5.036,74,3.654,182,74,0,0,0,0.00,0,0.00
8F31822B,83,2 (Full),5.458,"Fri, 02 Oct 2020, 16:32:13","Fri, 02 Oct 2020, 16:29:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7090688,-7.5023824,1,6,28,5.036,74,3.654,179,77,0,0,0,0.00,0,0.00
58671633,83,2 (Full),5.459,"Fri, 02 Oct 2020, 16:32:15","Fri, 02 Oct 2020, 16:29:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.70912,-7.502096,1,8,40,5.036,70,3.654,176,80,0,0,0,0.00,0,0.00
88B1A4AC,83,2 (Full),5.460,"Fri, 02 Oct 2020, 16:32:17","Fri, 02 Oct 2020, 16:29:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.709184,-7.5017832,1,10,36,5.036,77,3.654,173,83,0,0,0,0.00,0,0.00
4489FA27,83,2 (Full),5.461,"Fri, 02 Oct 2020, 16:32:19","Fri, 02 Oct 2020, 16:29:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7092224,-7.5014864,1,8,31,5.036,74,3.654,170,86,0,0,0,0.00,0,0.00
C8DD69AD,83,2 (Full),5.462,"Fri, 02 Oct 2020, 16:32:21","Fri, 02 Oct 2020, 16:30:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.709312,-7.501196,1,12,36,5.036,80,3.654,167,89,0,0,0,0.00,0,0.00
D08F1D82,83,2 (Full),5.463,"Fri, 02 Oct 2020, 16:32:23","Fri, 02 Oct 2020, 16:30:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.709376,-7.5008752,1,12,39,5.036,70,3.654,164,92,0,0,0,0.00,0,0.00
F9518923,83,2 (Full),5.464,"Fri, 02 Oct 2020, 16:32:25","Fri, 02 Oct 2020, 16:30:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7094528,-7.5005416,1,12,44,5.036,80,3.654,161,95,0,0,0,0.00,0,0.00
5857FA56,83,2 (Full),5.465,"Fri, 02 Oct 2020, 16:32:27","Fri, 02 Oct 2020, 16:30:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7095424,-7.5001576,1,10,53,5.036,70,3.654,158,98,0,0,0,0.00,0,0.00
3F2E82F8,83,2 (Full),5.466,"Fri, 02 Oct 2020, 16:32:29","Fri, 02 Oct 2020, 16:30:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7096192,-7.4997072,1,10,62,5.036,80,3.636,155,101,0,0,0,0.00,0,0.00
A1B8DC63,83,2 (Full),5.467,"Fri, 02 Oct 2020, 16:32:31","Fri, 02 Oct 2020, 16:30:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7097216,-7.499212,1,10,66,5.036,58,3.654,152,104,0,0,0,0.00,0,0.00
34FA26EF,83,2 (Full),5.468,"Fri, 02 Oct 2020, 16:32:35","Fri, 02 Oct 2020, 16:30:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7098496,-7.498692,1,12,68,5.036,74,3.636,149,107,0,0,0,0.00,0,0.00
BE73706B,83,2 (Full),5.469,"Fri, 02 Oct 2020, 16:32:37","Fri, 02 Oct 2020, 16:30:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.709952,-7.4981832,1,10,67,5.036,93,3.654,146,110,0,0,0,0.00,0,0.00
BA64472D,83,2 (Full),5.470,"Fri, 02 Oct 2020, 16:33:43","Fri, 02 Oct 2020, 16:30:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7100544,-7.4976752,1,12,66,5.036,83,3.654,143,113,0,0,0,0.00,0,0.00
A80E11CF,83,2 (Full),5.471,"Fri, 02 Oct 2020, 16:33:51","Fri, 02 Oct 2020, 16:30:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7101568,-7.4972096,1,8,60,5.036,83,3.654,140,116,0,0,0,0.00,0,0.00
770A85D9,83,2 (Full),5.472,"Fri, 02 Oct 2020, 16:33:54","Fri, 02 Oct 2020, 16:30:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7102208,-7.496796,1,8,52,5.036,100,3.672,137,119,0,0,0,0.00,0,0.00
2092CDB3,83,2 (Full),5.473,"Fri, 02 Oct 2020, 16:33:56","Fri, 02 Oct 2020, 16:30:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.710272,-7.4963928,1,10,51,5.036,100,3.636,134,122,0,0,0,0.00,0,0.00
ACD00E55,83,2 (Full),5.474,"Fri, 02 Oct 2020, 16:33:58","Fri, 02 Oct 2020, 16:30:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7103616,-7.4959944,1,12,53,5.036,87,3.654,131,125,0,0,0,0.00,0,0.00
23C7C95F,83,2 (Full),5.475,"Fri, 02 Oct 2020, 16:34:00","Fri, 02 Oct 2020, 16:30:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7104512,-7.495564,1,10,57,5.036,90,3.636,128,128,0,0,0,0.00,0,0.00
9C9210F4,83,2 (Full),5.476,"Fri, 02 Oct 2020, 16:34:03","Fri, 02 Oct 2020, 16:30:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7105664,-7.4951016,1,14,61,5.036,93,3.654,125,131,0,0,0,0.00,0,0.00
39CEE27E,83,2 (Full),5.477,"Fri, 02 Oct 2020, 16:34:05","Fri, 02 Oct 2020, 16:30:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7106688,-7.4946016,1,10,65,5.036,93,3.636,122,134,0,0,0,0.00,0,0.00
8C2BADB9,83,2 (Full),5.478,"Fri, 02 Oct 2020, 16:34:07","Fri, 02 Oct 2020, 16:30:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71072,-7.4941056,1,6,64,5.036,93,3.654,119,137,0,0,0,0.00,0,0.00
B2F8E9E9,83,2 (Full),5.479,"Fri, 02 Oct 2020, 16:34:09","Fri, 02 Oct 2020, 16:30:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7107968,-7.4936496,1,8,61,5.037,74,3.654,116,140,0,0,0,0.00,0,0.00
E41C2A3F,83,2 (Full),5.480,"Fri, 02 Oct 2020, 16:34:11","Fri, 02 Oct 2020, 16:30:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7108736,-7.4931776,1,8,62,5.037,61,3.654,113,143,0,0,0,0.00,0,0.00
7124310F,83,2 (Full),5.481,"Fri, 02 Oct 2020, 16:34:13","Fri, 02 Oct 2020, 16:30:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7109504,-7.4927024,1,8,63,5.037,51,3.636,110,146,0,0,0,0.00,0,0.00
AFF6E37F,83,2 (Full),5.482,"Fri, 02 Oct 2020, 16:34:15","Fri, 02 Oct 2020, 16:31:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.71104,-7.4922312,1,8,61,5.037,61,3.636,107,149,0,0,0,0.00,0,0.00
DD5A5172,83,2 (Full),5.483,"Fri, 02 Oct 2020, 16:34:17","Fri, 02 Oct 2020, 16:31:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.711104,-7.4917848,2,8,59,5.037,58,3.654,104,152,0,0,0,0.00,0,0.00
A37B6EF2,83,2 (Full),5.484,"Fri, 02 Oct 2020, 16:34:20","Fri, 02 Oct 2020, 16:31:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7111808,-7.4913472,2,10,57,5.037,58,3.636,101,155,0,0,0,0.00,0,0.00
BEAB82EC,83,2 (Full),5.485,"Fri, 02 Oct 2020, 16:34:23","Fri, 02 Oct 2020, 16:31:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7112448,-7.4909512,1,8,53,5.037,64,3.636,98,158,0,0,0,0.00,0,0.00
7280AB5A,83,2 (Full),5.486,"Fri, 02 Oct 2020, 16:34:25","Fri, 02 Oct 2020, 16:31:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7113088,-7.490576,2,10,48,5.037,67,3.654,95,161,0,0,0,0.00,0,0.00
4C385D37,83,2 (Full),5.487,"Fri, 02 Oct 2020, 16:34:27","Fri, 02 Oct 2020, 16:31:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7113984,-7.4902656,1,14,39,5.037,74,3.636,92,164,0,0,0,0.00,0,0.00
7B7ACEFF,83,2 (Full),5.488,"Fri, 02 Oct 2020, 16:34:29","Fri, 02 Oct 2020, 16:31:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7114624,-7.4899848,1,10,37,5.037,77,3.654,89,167,0,0,0,0.00,0,0.00
E3308170,83,2 (Full),5.489,"Fri, 02 Oct 2020, 16:34:31","Fri, 02 Oct 2020, 16:31:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7115264,-7.4896808,1,12,39,5.037,80,3.636,86,170,0,0,0,0.00,0,0.00
D3B37754,83,2 (Full),5.490,"Fri, 02 Oct 2020, 16:34:33","Fri, 02 Oct 2020, 16:31:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7116032,-7.4893896,1,14,38,5.037,87,3.654,83,173,0,0,0,0.00,0,0.00
FB4F16A5,83,2 (Full),5.491,"Fri, 02 Oct 2020, 16:34:36","Fri, 02 Oct 2020, 16:31:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7116672,-7.4890808,1,12,40,5.037,83,3.636,80,176,0,0,0,0.00,0,0.00
E7D69630,83,2 (Full),5.492,"Fri, 02 Oct 2020, 16:34:39","Fri, 02 Oct 2020, 16:31:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7117184,-7.488788,1,12,40,5.037,87,3.654,77,179,0,0,0,0.00,0,0.00
D82798EF,83,2 (Full),5.493,"Fri, 02 Oct 2020, 16:34:41","Fri, 02 Oct 2020, 16:31:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7118208,-7.4884592,1,14,42,5.037,100,3.636,74,182,0,0,0,0.00,0,0.00
A3661C74,83,2 (Full),5.494,"Fri, 02 Oct 2020, 16:34:44","Fri, 02 Oct 2020, 16:31:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7118848,-7.4881504,2,14,40,5.037,96,3.654,71,185,0,0,0,0.00,0,0.00
63419BE3,83,2 (Full),5.495,"Fri, 02 Oct 2020, 16:34:58","Fri, 02 Oct 2020, 16:31:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7119616,-7.4878232,2,14,43,5.037,100,3.654,68,188,0,0,0,0.00,0,0.00
B998AC52,83,2 (Full),5.496,"Fri, 02 Oct 2020, 16:35:02","Fri, 02 Oct 2020, 16:31:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7120384,-7.4874624,1,12,46,5.037,80,3.636,65,191,0,0,0,0.00,0,0.00
A3EC89C4,83,2 (Full),5.497,"Fri, 02 Oct 2020, 16:35:11","Fri, 02 Oct 2020, 16:31:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.712128,-7.4870664,1,12,52,5.037,96,3.636,62,194,0,0,0,0.00,0,0.00
7E3F9FBA,83,2 (Full),5.498,"Fri, 02 Oct 2020, 16:35:15","Fri, 02 Oct 2020, 16:31:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7122432,-7.4866336,1,12,55,5.037,90,3.654,59,197,0,0,0,0.00,0,0.00
110416B2,83,2 (Full),5.499,"Fri, 02 Oct 2020, 16:35:18","Fri, 02 Oct 2020, 16:31:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7123328,-7.4862368,1,10,49,5.037,90,3.654,56,200,0,0,0,0.00,0,0.00
0F92C05F,83,2 (Full),5.500,"Fri, 02 Oct 2020, 16:35:20","Fri, 02 Oct 2020, 16:31:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7123968,-7.4859072,1,14,41,5.037,77,3.636,53,203,0,0,0,0.00,0,0.00
84CCC3F9,83,2 (Full),5.501,"Fri, 02 Oct 2020, 16:35:23","Fri, 02 Oct 2020, 16:31:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7124736,-7.4855888,1,12,41,5.037,80,3.636,50,206,0,0,0,0.00,0,0.00
558D18D7,83,2 (Full),5.502,"Fri, 02 Oct 2020, 16:35:25","Fri, 02 Oct 2020, 16:32:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7125376,-7.485268,1,14,40,5.037,80,3.654,47,209,0,0,0,0.00,0,0.00
F51D1D08,83,2 (Full),5.503,"Fri, 02 Oct 2020, 16:35:28","Fri, 02 Oct 2020, 16:32:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7126144,-7.4849504,1,12,42,5.037,83,3.636,44,212,0,0,0,0.00,0,0.00
2322CB18,83,2 (Full),5.504,"Fri, 02 Oct 2020, 16:35:30","Fri, 02 Oct 2020, 16:32:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7126912,-7.4845984,1,14,47,5.037,77,3.636,41,215,0,0,0,0.00,0,0.00
31030314,83,2 (Full),5.505,"Fri, 02 Oct 2020, 16:35:33","Fri, 02 Oct 2020, 16:32:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7127936,-7.4842352,1,14,48,5.038,80,3.636,38,218,0,0,0,0.00,0,0.00
EA313237,83,2 (Full),5.506,"Fri, 02 Oct 2020, 16:35:36","Fri, 02 Oct 2020, 16:32:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7128704,-7.4838592,1,12,48,5.038,77,3.636,35,221,0,0,0,0.00,0,0.00
45AA20C0,83,2 (Full),5.507,"Fri, 02 Oct 2020, 16:35:38","Fri, 02 Oct 2020, 16:32:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7129344,-7.483508,1,12,46,5.038,74,3.636,32,224,0,0,0,0.00,0,0.00
DFD96CB7,83,2 (Full),5.508,"Fri, 02 Oct 2020, 16:35:41","Fri, 02 Oct 2020, 16:32:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713024,-7.4831464,1,10,48,5.038,67,3.636,29,227,0,0,0,0.00,0,0.00
44872EC8,83,2 (Full),5.509,"Fri, 02 Oct 2020, 16:35:45","Fri, 02 Oct 2020, 16:32:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713088,-7.4828024,1,10,44,5.038,67,3.636,26,230,0,0,0,0.00,0,0.00
E90411E4,83,2 (Full),5.510,"Fri, 02 Oct 2020, 16:35:48","Fri, 02 Oct 2020, 16:32:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7131648,-7.482472,1,12,45,5.038,77,3.654,23,233,0,0,0,0.00,0,0.00
693935E1,83,2 (Full),5.511,"Fri, 02 Oct 2020, 16:35:51","Fri, 02 Oct 2020, 16:32:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7132288,-7.4821256,1,12,47,5.038,61,3.618,20,236,0,0,0,0.00,0,0.00
753E0ABC,83,2 (Full),5.512,"Fri, 02 Oct 2020, 16:35:54","Fri, 02 Oct 2020, 16:32:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7133312,-7.4817728,1,12,45,5.038,64,3.618,17,239,0,0,0,0.00,0,0.00
18910343,83,2 (Full),5.513,"Fri, 02 Oct 2020, 16:35:56","Fri, 02 Oct 2020, 16:32:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7133952,-7.4814392,1,10,43,5.038,64,3.618,14,242,0,0,0,0.00,0,0.00
4150ADB8,83,2 (Full),5.514,"Fri, 02 Oct 2020, 16:35:59","Fri, 02 Oct 2020, 16:32:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713472,-7.4810976,1,12,44,5.038,67,3.636,11,245,0,0,0,0.00,0,0.00
6B88E841,83,2 (Full),5.515,"Fri, 02 Oct 2020, 16:36:01","Fri, 02 Oct 2020, 16:32:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713536,-7.4807768,1,10,41,5.038,61,3.744,8,248,0,0,0,0.00,0,0.00
8B168367,83,2 (Full),5.516,"Fri, 02 Oct 2020, 16:36:04","Fri, 02 Oct 2020, 16:32:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7136128,-7.4804488,1,12,42,5.038,61,3.780,5,251,0,0,0,0.00,0,0.00
01B16CB2,83,2 (Full),5.517,"Fri, 02 Oct 2020, 16:36:06","Fri, 02 Oct 2020, 16:32:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713728,-7.4800632,1,16,51,5.038,61,3.780,2,254,0,0,0,0.00,0,0.00
F88DFCEA,83,2 (Full),5.518,"Fri, 02 Oct 2020, 16:36:09","Fri, 02 Oct 2020, 16:32:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.713856,-7.4796208,1,16,59,5.038,61,3.744,255,1,0,0,0,0.00,0,0.00
99DD02F9,83,2 (Full),5.519,"Fri, 02 Oct 2020, 16:36:12","Fri, 02 Oct 2020, 16:32:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7139712,-7.4791536,1,14,61,5.038,61,3.780,252,4,0,0,0,0.00,0,0.00
28CE0D8A,83,2 (Full),5.520,"Fri, 02 Oct 2020, 16:36:14","Fri, 02 Oct 2020, 16:32:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7140864,-7.4786944,1,14,59,5.038,61,3.762,249,7,0,0,0,0.00,0,0.00
274F9713,83,2 (Full),5.521,"Fri, 02 Oct 2020, 16:36:18","Fri, 02 Oct 2020, 16:32:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7142016,-7.4782664,1,16,57,5.038,61,3.744,246,10,0,0,0,0.00,0,0.00
7F7CC67F,83,2 (Full),5.522,"Fri, 02 Oct 2020, 16:36:20","Fri, 02 Oct 2020, 16:33:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7143296,-7.4778336,1,16,58,5.038,0,3.744,243,13,0,0,0,0.00,0,0.00
EB549979,83,2 (Full),5.523,"Fri, 02 Oct 2020, 16:36:23","Fri, 02 Oct 2020, 16:33:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7144448,-7.4773968,1,14,58,5.038,0,3.744,240,16,0,0,0,0.00,0,0.00
