CRC,Size (Bytes),Frame ID (Type),Sequential ID,RTC Send Datetime,RTC Log Datetime,Driver ID,Events Group,BMS-1 Voltage (Volt),BMS-1 Current (Ampere),BMS-2 Voltage (Volt),BMS-2 Current (Ampere),GPS Longitude,GPS Latitude,GPS HDOP,GPS Heading (Degree),Vehicle Speed (Km/hr),Odometer (Km),Signal Quality (%),Battery Voltage (mVolt),Range Approximation (Km),Battery Efficiency (Km/kWh),Trip A (Km),Trip B (Km),BMS-1 SoC (%),BMS-1 Temperature (Celcius),BMS-2 SoC (%),BMS-2 Temperature (Celcius)
967F7587,83,2 (Full),5.326,"Fri, 02 Oct 2020, 16:25:40","Fri, 02 Oct 2020, 16:23:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.69728,-7.5478208,1,20,40,5.031,61,3.744,63,193,0,0,0,0.00,0,0.00
B7A31098,83,2 (Full),5.327,"Fri, 02 Oct 2020, 16:25:42","Fri, 02 Oct 2020, 16:23:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.697408,-7.5475,1,18,47,5.031,61,3.744,60,196,0,0,0,0.00,0,0.00
E6B9294F,83,2 (Full),5.328,"Fri, 02 Oct 2020, 16:25:45","Fri, 02 Oct 2020, 16:23:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6975616,-7.5471464,1,26,53,5.031,54,3.744,57,199,0,0,0,0.00,0,0.00
B8AAB1D3,83,2 (Full),5.329,"Fri, 02 Oct 2020, 16:25:48","Fri, 02 Oct 2020, 16:23:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.697728,-7.5467616,1,18,55,5.031,58,3.744,54,202,0,0,0,0.00,0,0.00
E7F9D8E7,83,2 (Full),5.330,"Fri, 02 Oct 2020, 16:25:51","Fri, 02 Oct 2020, 16:23:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6978688,-7.5463928,1,20,49,5.031,80,3.744,51,205,0,0,0,0.00,0,0.00
F4E21F59,83,2 (Full),5.331,"Fri, 02 Oct 2020, 16:25:53","Fri, 02 Oct 2020, 16:23:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.697984,-7.5459992,1,14,54,5.031,77,3.744,48,208,0,0,0,0.00,0,0.00
CA8FAB3E,83,2 (Full),5.332,"Fri, 02 Oct 2020, 16:26:02","Fri, 02 Oct 2020, 16:23:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6980992,-7.5456272,1,16,48,5.031,70,3.726,45,211,0,0,0,0.00,0,0.00
AE4D2D83,83,2 (Full),5.333,"Fri, 02 Oct 2020, 16:26:05","Fri, 02 Oct 2020, 16:23:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6982016,-7.5452968,1,14,41,5.031,74,3.744,42,214,0,0,0,0.00,0,0.00
5B47B304,83,2 (Full),5.334,"Fri, 02 Oct 2020, 16:26:08","Fri, 02 Oct 2020, 16:23:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6982784,-7.5450144,1,14,34,5.031,87,3.744,39,217,0,0,0,0.00,0,0.00
5D81F799,83,2 (Full),5.335,"Fri, 02 Oct 2020, 16:26:14","Fri, 02 Oct 2020, 16:23:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6983424,-7.5447152,1,12,43,5.031,100,3.744,36,220,0,0,0,0.00,0,0.00
89FC926A,83,2 (Full),5.336,"Fri, 02 Oct 2020, 16:26:16","Fri, 02 Oct 2020, 16:23:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6984192,-7.5443928,1,14,42,5.031,80,3.744,33,223,0,0,0,0.00,0,0.00
4184DEBA,83,2 (Full),5.337,"Fri, 02 Oct 2020, 16:26:19","Fri, 02 Oct 2020, 16:23:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.698496,-7.5440696,1,12,44,5.031,90,3.744,30,226,0,0,0,0.00,0,0.00
45A51334,83,2 (Full),5.338,"Fri, 02 Oct 2020, 16:26:21","Fri, 02 Oct 2020, 16:23:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6985856,-7.5437184,1,14,48,5.031,100,3.726,27,229,0,0,0,0.00,0,0.00
D9992A77,83,2 (Full),5.339,"Fri, 02 Oct 2020, 16:26:24","Fri, 02 Oct 2020, 16:23:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6987008,-7.5433824,1,16,45,5.031,100,3.744,24,232,0,0,0,0.00,0,0.00
355EBB37,83,2 (Full),5.340,"Fri, 02 Oct 2020, 16:26:26","Fri, 02 Oct 2020, 16:23:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6988032,-7.5430328,1,20,49,5.031,96,3.744,21,235,0,0,0,0.00,0,0.00
6E85B8CF,83,2 (Full),5.341,"Fri, 02 Oct 2020, 16:26:29","Fri, 02 Oct 2020, 16:23:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6988928,-7.5426944,1,14,44,5.031,87,3.744,18,238,0,0,0,0.00,0,0.00
4A79DB04,83,2 (Full),5.342,"Fri, 02 Oct 2020, 16:26:31","Fri, 02 Oct 2020, 16:24:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6989696,-7.5423912,1,12,37,5.031,87,3.744,15,241,0,0,0,0.00,0,0.00
58E3DC68,83,2 (Full),5.343,"Fri, 02 Oct 2020, 16:26:33","Fri, 02 Oct 2020, 16:24:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6990592,-7.5421208,1,16,33,5.031,87,3.744,12,244,0,0,0,0.00,0,0.00
EE0A3ABF,83,2 (Full),5.344,"Fri, 02 Oct 2020, 16:26:37","Fri, 02 Oct 2020, 16:24:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6991232,-7.5418832,1,14,31,5.031,70,3.744,9,247,0,0,0,0.00,0,0.00
7DF982FC,83,2 (Full),5.345,"Fri, 02 Oct 2020, 16:26:40","Fri, 02 Oct 2020, 16:24:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6991744,-7.5416984,1,14,22,5.031,67,3.744,6,250,0,0,0,0.00,0,0.00
80B523B3,83,2 (Full),5.346,"Fri, 02 Oct 2020, 16:26:46","Fri, 02 Oct 2020, 16:24:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6992512,-7.5414408,1,14,41,5.031,64,3.744,3,253,0,0,0,0.00,0,0.00
1C09EB31,83,2 (Full),5.347,"Fri, 02 Oct 2020, 16:26:48","Fri, 02 Oct 2020, 16:24:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6993664,-7.5410912,1,16,50,5.031,54,3.744,0,0,0,0,0,0.00,0,0.00
4F2BE8B3,83,2 (Full),5.348,"Fri, 02 Oct 2020, 16:26:51","Fri, 02 Oct 2020, 16:24:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6994816,-7.5407344,1,18,47,5.031,67,3.744,253,3,0,0,0,0.00,0,0.00
2BC76B12,83,2 (Full),5.349,"Fri, 02 Oct 2020, 16:26:54","Fri, 02 Oct 2020, 16:24:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6995584,-7.540392,1,12,43,5.032,70,3.708,250,6,0,0,0,0.00,0,0.00
5A8BB854,83,2 (Full),5.350,"Fri, 02 Oct 2020, 16:26:56","Fri, 02 Oct 2020, 16:24:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6996224,-7.5401256,1,14,33,5.032,67,3.744,247,9,0,0,0,0.00,0,0.00
909C6533,83,2 (Full),5.351,"Fri, 02 Oct 2020, 16:26:59","Fri, 02 Oct 2020, 16:24:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.699712,-7.5398624,1,18,34,5.032,70,3.726,244,12,0,0,0,0.00,0,0.00
CD09F73F,83,2 (Full),5.352,"Fri, 02 Oct 2020, 16:27:01","Fri, 02 Oct 2020, 16:24:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6997888,-7.5396016,1,16,36,5.032,74,3.744,241,15,0,0,0,0.00,0,0.00
10F3C19E,83,2 (Full),5.353,"Fri, 02 Oct 2020, 16:28:07","Fri, 02 Oct 2020, 16:24:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6998656,-7.5393256,1,14,36,5.032,77,3.726,238,18,0,0,0,0.00,0,0.00
50A4C7B4,83,2 (Full),5.354,"Fri, 02 Oct 2020, 16:28:11","Fri, 02 Oct 2020, 16:24:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.6999552,-7.5390528,1,14,38,5.032,83,3.744,235,21,0,0,0,0.00,0,0.00
4B332A8F,83,2 (Full),5.355,"Fri, 02 Oct 2020, 16:28:14","Fri, 02 Oct 2020, 16:24:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.700032,-7.5387352,1,14,44,5.032,83,3.744,232,24,0,0,0,0.00,0,0.00
35E87C8B,83,2 (Full),5.356,"Fri, 02 Oct 2020, 16:28:20","Fri, 02 Oct 2020, 16:24:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7001088,-7.5384,1,12,45,5.032,80,3.744,229,27,0,0,0,0.00,0,0.00
64F0A5C0,83,2 (Full),5.357,"Fri, 02 Oct 2020, 16:28:22","Fri, 02 Oct 2020, 16:24:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7002112,-7.5380536,1,16,48,5.032,93,3.744,226,30,0,0,0,0.00,0,0.00
B37EAB73,83,2 (Full),5.358,"Fri, 02 Oct 2020, 16:28:24","Fri, 02 Oct 2020, 16:24:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7003008,-7.537692,1,14,51,5.032,96,3.744,223,33,0,0,0,0.00,0,0.00
6B0D5238,83,2 (Full),5.359,"Fri, 02 Oct 2020, 16:28:26","Fri, 02 Oct 2020, 16:24:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7004032,-7.5373176,1,16,51,5.032,93,3.744,220,36,0,0,0,0.00,0,0.00
6F960E41,83,2 (Full),5.360,"Fri, 02 Oct 2020, 16:28:28","Fri, 02 Oct 2020, 16:24:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7005184,-7.5369576,1,16,48,5.032,100,3.744,217,39,0,0,0,0.00,0,0.00
48714CE2,83,2 (Full),5.361,"Fri, 02 Oct 2020, 16:28:31","Fri, 02 Oct 2020, 16:24:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7006208,-7.5366192,1,14,45,5.032,100,3.744,214,42,0,0,0,0.00,0,0.00
69199D5A,83,2 (Full),5.362,"Fri, 02 Oct 2020, 16:28:33","Fri, 02 Oct 2020, 16:25:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7007104,-7.5362912,1,20,44,5.032,100,3.744,211,45,0,0,0,0.00,0,0.00
18BE0DB2,83,2 (Full),5.363,"Fri, 02 Oct 2020, 16:28:35","Fri, 02 Oct 2020, 16:25:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7008128,-7.5359384,1,14,49,5.032,100,3.744,208,48,0,0,0,0.00,0,0.00
6E69742D,83,2 (Full),5.364,"Fri, 02 Oct 2020, 16:28:38","Fri, 02 Oct 2020, 16:25:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7009152,-7.535568,1,16,50,5.032,80,3.744,205,51,0,0,0,0.00,0,0.00
D32F096F,83,2 (Full),5.365,"Fri, 02 Oct 2020, 16:28:40","Fri, 02 Oct 2020, 16:25:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7010432,-7.5351904,1,16,52,5.032,80,3.744,202,54,0,0,0,0.00,0,0.00
5AAC3CF4,83,2 (Full),5.366,"Fri, 02 Oct 2020, 16:28:42","Fri, 02 Oct 2020, 16:25:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7011456,-7.5348176,1,14,54,5.032,80,3.690,199,57,0,0,0,0.00,0,0.00
75A87F75,83,2 (Full),5.367,"Fri, 02 Oct 2020, 16:28:45","Fri, 02 Oct 2020, 16:25:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7012352,-7.534408,1,14,55,5.032,100,3.744,196,60,0,0,0,0.00,0,0.00
3B6F9526,83,2 (Full),5.368,"Fri, 02 Oct 2020, 16:28:47","Fri, 02 Oct 2020, 16:25:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7013376,-7.5340192,1,14,50,5.032,96,3.744,193,63,0,0,0,0.00,0,0.00
AFEA8B40,83,2 (Full),5.369,"Fri, 02 Oct 2020, 16:28:50","Fri, 02 Oct 2020, 16:25:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7014272,-7.5336536,1,14,47,5.032,96,3.744,190,66,0,0,0,0.00,0,0.00
3F4791B1,83,2 (Full),5.370,"Fri, 02 Oct 2020, 16:28:52","Fri, 02 Oct 2020, 16:25:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7015296,-7.5333192,1,14,43,5.032,83,3.744,187,69,0,0,0,0.00,0,0.00
A77AE8DB,83,2 (Full),5.371,"Fri, 02 Oct 2020, 16:28:54","Fri, 02 Oct 2020, 16:25:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7016192,-7.5329808,1,14,48,5.032,93,3.744,184,72,0,0,0,0.00,0,0.00
D3536A64,83,2 (Full),5.372,"Fri, 02 Oct 2020, 16:28:56","Fri, 02 Oct 2020, 16:25:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7017344,-7.5325856,1,14,56,5.032,77,3.726,181,75,0,0,0,0.00,0,0.00
B4AED176,83,2 (Full),5.373,"Fri, 02 Oct 2020, 16:28:59","Fri, 02 Oct 2020, 16:25:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7018624,-7.5321448,1,16,62,5.032,90,3.744,178,78,0,0,0,0.00,0,0.00
0416730B,83,2 (Full),5.374,"Fri, 02 Oct 2020, 16:29:01","Fri, 02 Oct 2020, 16:25:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7020032,-7.5317168,1,18,59,5.032,70,3.726,175,81,0,0,0,0.00,0,0.00
104B7969,83,2 (Full),5.375,"Fri, 02 Oct 2020, 16:29:03","Fri, 02 Oct 2020, 16:25:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7021312,-7.531296,1,16,57,5.033,64,3.672,172,84,0,0,0,0.00,0,0.00
80E6821D,83,2 (Full),5.376,"Fri, 02 Oct 2020, 16:29:05","Fri, 02 Oct 2020, 16:25:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7022464,-7.5308704,1,12,58,5.033,61,3.726,169,87,0,0,0,0.00,0,0.00
E9F73353,83,2 (Full),5.377,"Fri, 02 Oct 2020, 16:29:07","Fri, 02 Oct 2020, 16:25:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7023872,-7.5303864,1,16,69,5.033,61,3.744,166,90,0,0,0,0.00,0,0.00
4AEE818B,83,2 (Full),5.378,"Fri, 02 Oct 2020, 16:29:09","Fri, 02 Oct 2020, 16:25:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7025536,-7.529856,1,16,73,5.033,64,3.744,163,93,0,0,0,0.00,0,0.00
0505AFAB,83,2 (Full),5.379,"Fri, 02 Oct 2020, 16:29:11","Fri, 02 Oct 2020, 16:25:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.70272,-7.5293104,1,16,75,5.033,61,3.780,160,96,0,0,0,0.00,0,0.00
0A783065,83,2 (Full),5.380,"Fri, 02 Oct 2020, 16:29:13","Fri, 02 Oct 2020, 16:25:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7028864,-7.528756,1,16,75,5.033,61,3.708,157,99,0,0,0,0.00,0,0.00
527B3718,83,2 (Full),5.381,"Fri, 02 Oct 2020, 16:29:15","Fri, 02 Oct 2020, 16:25:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7030272,-7.5282328,1,14,66,5.033,61,3.654,154,102,0,0,0,0.00,0,0.00
2D3395B8,83,2 (Full),5.382,"Fri, 02 Oct 2020, 16:29:18","Fri, 02 Oct 2020, 16:26:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7031424,-7.5278032,1,12,53,5.033,48,3.654,151,105,0,0,0,0.00,0,0.00
561AB096,83,2 (Full),5.383,"Fri, 02 Oct 2020, 16:29:20","Fri, 02 Oct 2020, 16:26:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7032192,-7.527456,1,16,46,5.033,61,3.654,148,108,0,0,0,0.00,0,0.00
52B8DC19,83,2 (Full),5.384,"Fri, 02 Oct 2020, 16:29:22","Fri, 02 Oct 2020, 16:26:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7033344,-7.5271064,1,16,47,5.033,61,3.654,145,111,0,0,0,0.00,0,0.00
CF6E2FDC,83,2 (Full),5.385,"Fri, 02 Oct 2020, 16:29:24","Fri, 02 Oct 2020, 16:26:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7034368,-7.526768,1,16,45,5.033,61,3.744,142,114,0,0,0,0.00,0,0.00
CD07C639,83,2 (Full),5.386,"Fri, 02 Oct 2020, 16:29:26","Fri, 02 Oct 2020, 16:26:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7035264,-7.5264384,1,16,44,5.033,58,3.744,139,117,0,0,0,0.00,0,0.00
4F0B868A,83,2 (Full),5.387,"Fri, 02 Oct 2020, 16:29:28","Fri, 02 Oct 2020, 16:26:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7036288,-7.5261128,1,18,45,5.033,54,3.744,136,120,0,0,0,0.00,0,0.00
301A50CA,83,2 (Full),5.388,"Fri, 02 Oct 2020, 16:29:30","Fri, 02 Oct 2020, 16:26:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.703744,-7.5257448,1,14,53,5.033,61,3.744,133,123,0,0,0,0.00,0,0.00
BA13A9BA,83,2 (Full),5.389,"Fri, 02 Oct 2020, 16:29:32","Fri, 02 Oct 2020, 16:26:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7038464,-7.525348,1,14,51,5.033,54,3.744,130,126,0,0,0,0.00,0,0.00
3CE9BDCA,83,2 (Full),5.390,"Fri, 02 Oct 2020, 16:29:34","Fri, 02 Oct 2020, 16:26:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7039616,-7.5249936,1,16,48,5.033,58,3.672,127,129,0,0,0,0.00,0,0.00
1BBCFB8F,83,2 (Full),5.391,"Fri, 02 Oct 2020, 16:29:36","Fri, 02 Oct 2020, 16:26:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7040512,-7.5246208,1,16,51,5.033,54,3.744,124,132,0,0,0,0.00,0,0.00
CE872720,83,2 (Full),5.392,"Fri, 02 Oct 2020, 16:29:38","Fri, 02 Oct 2020, 16:26:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7041664,-7.524276,1,14,45,5.033,58,3.744,121,135,0,0,0,0.00,0,0.00
1A31E5CB,83,2 (Full),5.393,"Fri, 02 Oct 2020, 16:29:40","Fri, 02 Oct 2020, 16:26:35",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7042432,-7.5239352,1,16,49,5.033,54,3.744,118,138,0,0,0,0.00,0,0.00
E3DCD558,83,2 (Full),5.394,"Fri, 02 Oct 2020, 16:29:42","Fri, 02 Oct 2020, 16:26:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7043584,-7.5235648,1,14,51,5.033,51,3.744,115,141,0,0,0,0.00,0,0.00
45AB1344,83,2 (Full),5.395,"Fri, 02 Oct 2020, 16:29:44","Fri, 02 Oct 2020, 16:26:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7044736,-7.5231904,1,14,51,5.033,54,3.744,112,144,0,0,0,0.00,0,0.00
B58C7416,83,2 (Full),5.396,"Fri, 02 Oct 2020, 16:29:47","Fri, 02 Oct 2020, 16:26:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.704576,-7.5228064,1,16,53,5.033,54,3.744,109,147,0,0,0,0.00,0,0.00
150CCA51,83,2 (Full),5.397,"Fri, 02 Oct 2020, 16:29:49","Fri, 02 Oct 2020, 16:26:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7046912,-7.5224064,1,14,56,5.034,54,3.744,106,150,0,0,0,0.00,0,0.00
AC29B0FE,83,2 (Full),5.398,"Fri, 02 Oct 2020, 16:29:51","Fri, 02 Oct 2020, 16:26:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7048064,-7.5219928,1,14,56,5.034,48,3.744,103,153,0,0,0,0.00,0,0.00
899C97EA,83,2 (Full),5.399,"Fri, 02 Oct 2020, 16:29:53","Fri, 02 Oct 2020, 16:26:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7049088,-7.5216016,1,14,52,5.034,54,3.744,100,156,0,0,0,0.00,0,0.00
402CB547,83,2 (Full),5.400,"Fri, 02 Oct 2020, 16:29:56","Fri, 02 Oct 2020, 16:26:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7049984,-7.5212232,1,14,51,5.034,54,3.618,97,159,0,0,0,0.00,0,0.00
F3B0D26D,83,2 (Full),5.401,"Fri, 02 Oct 2020, 16:29:58","Fri, 02 Oct 2020, 16:26:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7051136,-7.5208376,1,14,52,5.034,41,3.744,94,162,0,0,0,0.00,0,0.00
09CD51B5,83,2 (Full),5.402,"Fri, 02 Oct 2020, 16:30:00","Fri, 02 Oct 2020, 16:27:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7052288,-7.520448,1,14,54,5.034,48,3.672,91,165,0,0,0,0.00,0,0.00
5A05EB04,83,2 (Full),5.403,"Fri, 02 Oct 2020, 16:30:02","Fri, 02 Oct 2020, 16:27:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7053312,-7.520028,1,16,59,5.034,45,3.708,88,168,0,0,0,0.00,0,0.00
C63ECB13,83,2 (Full),5.404,"Fri, 02 Oct 2020, 16:30:04","Fri, 02 Oct 2020, 16:27:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7054848,-7.5195776,1,16,63,5.034,45,3.762,85,171,0,0,0,0.00,0,0.00
36D328F9,83,2 (Full),5.405,"Fri, 02 Oct 2020, 16:30:07","Fri, 02 Oct 2020, 16:27:11",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7056384,-7.5191096,1,18,65,5.034,45,3.744,82,174,0,0,0,0.00,0,0.00
61271120,83,2 (Full),5.406,"Fri, 02 Oct 2020, 16:30:12","Fri, 02 Oct 2020, 16:27:14",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7057792,-7.5186368,1,18,66,5.034,45,3.726,79,177,0,0,0,0.00,0,0.00
F661DF48,83,2 (Full),5.407,"Fri, 02 Oct 2020, 16:30:14","Fri, 02 Oct 2020, 16:27:17",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7059072,-7.5181576,1,14,66,5.034,45,3.780,76,180,0,0,0,0.00,0,0.00
991DD74B,83,2 (Full),5.408,"Fri, 02 Oct 2020, 16:30:16","Fri, 02 Oct 2020, 16:27:20",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7060736,-7.517684,1,16,65,5.034,45,3.798,73,183,0,0,0,0.00,0,0.00
56F7E738,83,2 (Full),5.409,"Fri, 02 Oct 2020, 16:30:19","Fri, 02 Oct 2020, 16:27:23",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7062016,-7.5172088,1,14,65,5.034,45,3.654,70,186,0,0,0,0.00,0,0.00
F25447F3,83,2 (Full),5.410,"Fri, 02 Oct 2020, 16:30:21","Fri, 02 Oct 2020, 16:27:26",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7063168,-7.5167296,1,12,65,5.034,0,3.744,67,189,0,0,0,0.00,0,0.00
BE1A9A07,83,2 (Full),5.411,"Fri, 02 Oct 2020, 16:30:23","Fri, 02 Oct 2020, 16:27:29",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7064448,-7.5162408,1,14,68,5.034,0,3.780,64,192,0,0,0,0.00,0,0.00
BB6CB7B0,83,2 (Full),5.412,"Fri, 02 Oct 2020, 16:30:25","Fri, 02 Oct 2020, 16:27:32",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.70656,-7.515744,1,12,67,5.034,0,3.744,61,195,0,0,0,0.00,0,0.00
D218160A,83,2 (Full),5.413,"Fri, 02 Oct 2020, 16:30:27","Fri, 02 Oct 2020, 16:27:35",NONE,0000000000000061,0.00,0.00,0.00,0.00,112.706688,-7.5152424,1,12,68,5.034,0,3.798,58,198,0,0,0,0.00,0,0.00
220FA2DF,83,2 (Full),5.414,"Fri, 02 Oct 2020, 16:30:31","Fri, 02 Oct 2020, 16:27:38",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7067904,-7.5147264,1,10,69,5.034,0,3.780,55,201,0,0,0,0.00,0,0.00
733AC75C,83,2 (Full),5.415,"Fri, 02 Oct 2020, 16:30:33","Fri, 02 Oct 2020, 16:27:41",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7069056,-7.514208,1,10,69,5.034,0,3.780,52,204,0,0,0,0.00,0,0.00
0BC44729,83,2 (Full),5.416,"Fri, 02 Oct 2020, 16:30:35","Fri, 02 Oct 2020, 16:27:44",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7069952,-7.5136952,1,6,68,5.034,0,3.780,49,207,0,0,0,0.00,0,0.00
248122EE,83,2 (Full),5.417,"Fri, 02 Oct 2020, 16:30:37","Fri, 02 Oct 2020, 16:27:47",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7070976,-7.5131528,1,10,73,5.035,0,3.780,46,210,0,0,0,0.00,0,0.00
558F4E1C,83,2 (Full),5.418,"Fri, 02 Oct 2020, 16:30:39","Fri, 02 Oct 2020, 16:27:50",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7072128,-7.512628,1,10,66,5.035,0,3.744,43,213,0,0,0,0.00,0,0.00
885AD097,83,2 (Full),5.419,"Fri, 02 Oct 2020, 16:30:41","Fri, 02 Oct 2020, 16:27:53",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7072896,-7.5121768,1,10,57,5.035,0,3.726,40,216,0,0,0,0.00,0,0.00
1DD87ACA,83,2 (Full),5.420,"Fri, 02 Oct 2020, 16:30:43","Fri, 02 Oct 2020, 16:27:56",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7073408,-7.5118128,1,0,43,5.035,51,3.780,37,219,0,0,0,0.00,0,0.00
FA221167,83,2 (Full),5.421,"Fri, 02 Oct 2020, 16:30:46","Fri, 02 Oct 2020, 16:27:59",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7072768,-7.511536,1,334,32,5.035,54,3.816,34,222,0,0,0,0.00,0,0.00
3B86E123,83,2 (Full),5.422,"Fri, 02 Oct 2020, 16:30:48","Fri, 02 Oct 2020, 16:28:02",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7071616,-7.5113608,1,318,27,5.035,58,3.726,31,225,0,0,0,0.00,0,0.00
718A67A9,83,2 (Full),5.423,"Fri, 02 Oct 2020, 16:30:50","Fri, 02 Oct 2020, 16:28:05",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7070336,-7.5111792,1,332,27,5.035,61,3.762,28,228,0,0,0,0.00,0,0.00
80EBDC6C,83,2 (Full),5.424,"Fri, 02 Oct 2020, 16:30:52","Fri, 02 Oct 2020, 16:28:08",NONE,0000000000000060,0.00,0.00,0.00,0.00,112.7070336,-7.5109864,1,6,23,5.035,61,3.672,25,231,0,0,0,0.00,0,0.00
