BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer2 (m),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS VDOP,GPS HDOP,GPS Altitude (m),GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,47,209,3.996,70,9.890,5.119,41,26,1,1,1.3,-7.4317328,112.7215104,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:26:04","Tue, 13 Oct 2020, 14:27:44",19.982,2 (Full),92,74F7CAFC
0.00,0,0.00,0,0,0,42,214,4.014,83,9.823,5.119,38,30,1,1,1.8,-7.4322776,112.7212032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:59","Tue, 13 Oct 2020, 14:27:42",19.981,2 (Full),92,A5578054
0.00,0,0.00,0,0,0,37,219,4.014,80,9.760,5.119,33,24,1,1,2.2,-7.4328,112.7209344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:54","Tue, 13 Oct 2020, 14:27:39",19.980,2 (Full),92,91600B8D
0.00,0,0.00,0,0,0,32,224,3.996,93,9.733,5.119,34,18,1,1,2.5,-7.4330416,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:49","Tue, 13 Oct 2020, 14:27:37",19.979,2 (Full),92,AD2779D9
0.00,0,0.00,0,0,0,27,229,4.014,93,9.677,5.119,33,358,2,1,2.9,-7.4335736,112.720768,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:44","Tue, 13 Oct 2020, 14:27:33",19.978,2 (Full),92,00E03FFA
0.00,0,0.00,0,0,0,22,234,3.996,93,9.624,5.119,33,350,1,1,2.8,-7.4340416,112.7208064,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:39","Tue, 13 Oct 2020, 14:27:31",19.977,2 (Full),92,8C337BEB
0.00,0,0.00,0,0,0,17,239,4.014,87,9.597,5.119,36,352,1,1,2.8,-7.4343096,112.720832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:34","Tue, 13 Oct 2020, 14:27:27",19.976,2 (Full),92,FC2E9EF9
0.00,0,0.00,0,0,0,12,244,4.014,87,9.538,5.119,29,350,1,1,2.7,-7.4348504,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:29","Tue, 13 Oct 2020, 14:27:25",19.975,2 (Full),92,53F05934
0.00,0,0.00,0,0,0,7,249,3.978,83,9.490,5.119,27,354,1,1,2.5,-7.4352976,112.7209472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:24","Tue, 13 Oct 2020, 14:27:22",19.974,2 (Full),92,08134403
0.00,0,0.00,0,0,0,2,254,3.978,70,9.468,5.119,26,356,1,1,2.5,-7.4355,112.72096,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:19","Tue, 13 Oct 2020, 14:27:20",19.973,2 (Full),92,AC7227FC
0.00,0,0.00,0,0,0,253,3,3.978,67,9.426,5.119,28,6,1,1,2.3,-7.4359032,112.72096,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:14","Tue, 13 Oct 2020, 14:27:17",19.972,2 (Full),92,73B43EE9
0.00,0,0.00,0,0,0,248,8,4.032,67,9.370,5.119,40,10,1,1,2.2,-7.4364888,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:09","Tue, 13 Oct 2020, 14:27:15",19.971,2 (Full),92,6B52EFB7
0.00,0,0.00,0,0,0,243,13,4.014,67,9.337,5.119,40,10,2,1,2.1,-7.4367952,112.720832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:25:04","Tue, 13 Oct 2020, 14:27:12",19.970,2 (Full),92,56482372
0.00,0,0.00,0,0,0,238,18,4.014,67,9.273,5.119,41,10,1,1,2.1,-7.4373928,112.7207296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:59","Tue, 13 Oct 2020, 14:27:09",19.969,2 (Full),92,52D96864
0.00,0,0.00,0,0,0,233,23,4.014,67,9.206,5.119,41,16,1,1,2.7,-7.4379984,112.7206528,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:54","Tue, 13 Oct 2020, 14:27:06",19.968,2 (Full),92,CA53314C
0.00,0,0.00,0,0,0,228,28,4.014,93,9.172,5.119,41,12,2,1,2.8,-7.4383008,112.7205888,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:49","Tue, 13 Oct 2020, 14:27:03",19.967,2 (Full),92,610F98C4
0.00,0,0.00,0,0,0,223,33,4.014,74,9.105,5.119,40,34,2,1,2.5,-7.4389048,112.7204864,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:44","Tue, 13 Oct 2020, 14:27:01",19.966,2 (Full),92,0A309AED
0.00,0,0.00,0,0,0,218,38,4.014,74,9.046,5.118,35,12,1,1,2,-7.4394104,112.7203328,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:39","Tue, 13 Oct 2020, 14:26:58",19.965,2 (Full),92,B76EA376
0.00,0,0.00,0,0,0,213,43,4.014,87,9.017,5.118,37,8,1,1,1.8,-7.43968,112.720256,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:34","Tue, 13 Oct 2020, 14:26:56",19.964,2 (Full),92,F0654462
0.00,0,0.00,0,0,0,208,48,4.014,83,8.954,5.118,34,14,1,1,2.1,-7.44024,112.7201664,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:29","Tue, 13 Oct 2020, 14:26:53",19.963,2 (Full),92,1E6385E3
0.00,0,0.00,0,0,0,203,53,4.014,70,8.903,5.118,31,12,1,1,1.5,-7.4406936,112.7200128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:24","Tue, 13 Oct 2020, 14:26:48",19.962,2 (Full),92,47CB47D9
0.00,0,0.00,0,0,0,198,58,4.014,64,8.877,5.118,30,12,1,1,1.4,-7.4409288,112.7199616,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:19","Tue, 13 Oct 2020, 14:26:45",19.961,2 (Full),92,131054ED
0.00,0,0.00,0,0,0,193,63,4.014,70,8.832,5.118,28,12,1,1,1,-7.4413328,112.7198592,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:14","Tue, 13 Oct 2020, 14:26:43",19.960,2 (Full),92,D0E9856B
0.00,0,0.00,0,0,0,188,68,3.978,61,8.779,5.118,36,14,1,1,0.6,-7.4418432,112.7197056,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:24:09","Tue, 13 Oct 2020, 14:26:41",19.959,2 (Full),92,6DB27803
0.00,0,0.00,0,0,0,178,78,4.014,93,8.700,5.118,32,8,1,1,0.1,-7.4425648,112.7195264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:59","Tue, 13 Oct 2020, 14:25:57",19.957,2 (Full),92,0E3E6773
0.00,0,0.00,0,0,0,173,83,4.014,93,8.646,5.118,31,14,1,1,0.7,-7.4430448,112.7194368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:54","Tue, 13 Oct 2020, 14:25:54",19.956,2 (Full),92,7BA00153
0.00,0,0.00,0,0,0,168,88,4.014,87,8.620,5.118,18,6,2,1,0.6,-7.4432504,112.7193728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:49","Tue, 13 Oct 2020, 14:25:51",19.955,2 (Full),92,B6B5156E
0.00,0,0.00,0,0,0,163,93,4.014,93,8.605,5.118,6,66,2,1,0.3,-7.44344,112.7192704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:44","Tue, 13 Oct 2020, 14:25:35",19.954,2 (Full),92,470148B1
0.00,0,0.00,0,0,0,158,98,4.014,100,8.605,5.118,24,104,1,1,0.7,-7.4434432,112.7190912,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:39","Tue, 13 Oct 2020, 14:25:28",19.953,2 (Full),92,A81F9D9A
0.00,0,0.00,0,0,0,153,103,4.014,90,8.585,5.118,23,98,2,1,1.1,-7.443388,112.7189248,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:34","Tue, 13 Oct 2020, 14:25:25",19.952,2 (Full),92,7C2EA710
0.00,0,0.00,0,0,0,148,108,3.996,90,8.566,5.118,0,0,2,1,1.6,-7.4433544,112.7187456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:29","Tue, 13 Oct 2020, 14:25:22",19.951,2 (Full),92,3D37DA3B
0.00,0,0.00,0,0,0,143,113,4.014,100,8.566,5.118,0,0,1,1,1.4,-7.443344,112.7187456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:24","Tue, 13 Oct 2020, 14:25:20",19.950,2 (Full),92,A3BD84F0
0.00,0,0.00,0,0,0,138,118,4.014,100,8.566,5.118,1,0,2,1,1.3,-7.4433352,112.7187456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:19","Tue, 13 Oct 2020, 14:25:18",19.949,2 (Full),92,A5AB216B
0.00,0,0.00,0,0,0,133,123,3.996,90,8.566,5.118,3,0,1,1,1.3,-7.4433544,112.7187456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:14","Tue, 13 Oct 2020, 14:25:16",19.948,2 (Full),92,4EE6D3E3
0.00,0,0.00,0,0,0,128,128,4.032,83,8.566,5.118,0,0,1,1,1.5,-7.4433872,112.7188224,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:09","Tue, 13 Oct 2020, 14:24:54",19.947,2 (Full),92,79A64DE1
0.00,0,0.00,0,0,0,123,133,4.032,87,8.566,5.118,5,286,2,1,1.4,-7.4434072,112.718848,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:23:04","Tue, 13 Oct 2020, 14:24:49",19.946,2 (Full),92,30D4A078
0.00,0,0.00,0,0,0,118,138,4.032,90,8.566,5.118,14,280,1,1,1.7,-7.4434512,112.718976,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:59","Tue, 13 Oct 2020, 14:24:46",19.945,2 (Full),92,EBDF085F
0.00,0,0.00,0,0,0,113,143,3.996,0,8.551,5.118,15,264,1,1,3,-7.4434936,112.7192192,0.00,0.00,0.00,0.00,0000000000000001,NONE,"Tue, 13 Oct 2020, 14:22:54","Tue, 13 Oct 2020, 14:24:43",19.944,2 (Full),92,89D5EA8A
0.00,0,0.00,0,0,0,108,148,4.032,0,8.551,5.118,15,228,2,1,3.4,-7.4434656,112.7193088,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:49","Tue, 13 Oct 2020, 14:24:41",19.943,2 (Full),92,DAF07989
0.00,0,0.00,0,0,0,103,153,4.014,0,8.551,5.118,12,192,2,1,3,-7.4433032,112.7193984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:44","Tue, 13 Oct 2020, 14:24:38",19.942,2 (Full),92,C1C281CB
0.00,0,0.00,0,0,0,98,158,3.978,77,8.551,5.118,1,0,2,1,2.6,-7.4431896,112.7194368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:39","Tue, 13 Oct 2020, 14:24:36",19.941,2 (Full),92,6F211F48
0.00,0,0.00,0,0,0,93,163,4.032,77,8.551,5.118,0,0,2,1,2.6,-7.4431928,112.7194496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:34","Tue, 13 Oct 2020, 14:24:33",19.940,2 (Full),92,FD46F125
0.00,0,0.00,0,0,0,88,168,4.014,77,8.551,5.118,1,0,2,1,2.7,-7.4432,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:29","Tue, 13 Oct 2020, 14:24:29",19.939,2 (Full),92,5D730274
0.00,0,0.00,0,0,0,83,173,4.014,77,8.551,5.118,0,0,2,1,2.8,-7.4431976,112.7195136,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:24","Tue, 13 Oct 2020, 14:24:27",19.938,2 (Full),92,84EE107F
0.00,0,0.00,0,0,0,78,178,3.978,77,8.551,5.118,0,0,2,1,2.9,-7.4431936,112.7195136,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:19","Tue, 13 Oct 2020, 14:24:24",19.937,2 (Full),92,33BCA8E2
0.00,0,0.00,0,0,0,73,183,4.014,87,8.551,5.118,0,0,2,1,3,-7.4431792,112.7195136,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:14","Tue, 13 Oct 2020, 14:24:15",19.936,2 (Full),92,462C8147
0.00,0,0.00,0,0,0,68,188,4.014,87,8.551,5.118,0,0,1,1,3.6,-7.4431528,112.7195008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:09","Tue, 13 Oct 2020, 14:24:11",19.935,2 (Full),92,A311146D
0.00,0,0.00,0,0,0,63,193,3.978,90,8.551,5.118,8,192,1,1,3.7,-7.4431216,112.7195136,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:22:04","Tue, 13 Oct 2020, 14:24:09",19.934,2 (Full),92,1DD902C3
0.00,0,0.00,0,0,0,58,198,4.014,90,8.551,5.118,15,194,1,1,4,-7.4429696,112.7195648,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:59","Tue, 13 Oct 2020, 14:24:06",19.933,2 (Full),92,EE32DD47
0.00,0,0.00,0,0,0,53,203,3.996,90,8.529,5.118,30,190,1,1,4,-7.4426048,112.7196416,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:54","Tue, 13 Oct 2020, 14:23:53",19.932,2 (Full),92,9421EBB9
0.00,0,0.00,0,0,0,48,208,3.996,64,8.504,5.118,33,182,1,1,4.1,-7.4423648,112.7196928,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:49","Tue, 13 Oct 2020, 14:23:47",19.931,2 (Full),92,F289A66D
0.00,0,0.00,0,0,0,43,213,4.014,64,8.444,5.118,40,192,1,1,3.9,-7.4417848,112.719808,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:44","Tue, 13 Oct 2020, 14:23:44",19.930,2 (Full),92,2BD60B0F
0.00,0,0.00,0,0,0,38,218,4.014,70,8.375,5.118,42,190,1,1,3.7,-7.4411696,112.719936,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:39","Tue, 13 Oct 2020, 14:23:42",19.929,2 (Full),92,F455C0B5
0.00,0,0.00,0,0,0,33,223,4.014,70,8.340,5.118,43,192,1,1,4.1,-7.4408472,112.72,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:34","Tue, 13 Oct 2020, 14:23:39",19.928,2 (Full),92,AD6FC2D6
0.00,0,0.00,0,0,0,28,228,4.014,80,8.269,5.118,39,192,1,1,4.3,-7.4402016,112.7201152,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:29","Tue, 13 Oct 2020, 14:23:36",19.927,2 (Full),92,850D03A4
0.00,0,0.00,0,0,0,23,233,3.978,83,8.202,5.118,40,192,1,1,5.1,-7.4395792,112.7202176,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:24","Tue, 13 Oct 2020, 14:23:33",19.926,2 (Full),92,81334A2C
0.00,0,0.00,0,0,0,18,238,3.996,90,8.169,5.118,40,194,1,1,5.1,-7.4392752,112.7202816,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:19","Tue, 13 Oct 2020, 14:23:31",19.925,2 (Full),92,293257C3
0.00,0,0.00,0,0,0,13,243,4.032,90,8.102,5.118,40,194,1,1,5.3,-7.4386928,112.7204224,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:14","Tue, 13 Oct 2020, 14:23:28",19.924,2 (Full),92,DB688ED1
0.00,0,0.00,0,0,0,8,248,4.032,80,8.036,5.117,39,192,1,1,4.5,-7.4381088,112.7205632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:09","Tue, 13 Oct 2020, 14:23:25",19.923,2 (Full),92,D4E8499A
0.00,0,0.00,0,0,0,3,253,3.996,0,8.003,5.117,37,194,1,1,3.8,-7.4378208,112.7206144,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:21:04","Tue, 13 Oct 2020, 14:23:23",19.922,2 (Full),92,7830D6D6
0.00,0,0.00,0,0,0,254,2,4.014,0,7.941,5.117,37,192,1,1,3.7,-7.4372624,112.7207296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:59","Tue, 13 Oct 2020, 14:23:19",19.921,2 (Full),92,E8792641
0.00,0,0.00,0,0,0,249,7,4.014,0,7.880,5.117,35,190,1,1,3,-7.4367224,112.7208576,0.00,0.00,0.00,0.00,0000000000000001,NONE,"Tue, 13 Oct 2020, 14:20:54","Tue, 13 Oct 2020, 14:22:17",19.920,2 (Full),92,2CFBB098
0.00,0,0.00,0,0,0,244,12,4.032,0,7.851,5.117,35,192,2,1,2.3,-7.4364696,112.7209344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:49","Tue, 13 Oct 2020, 14:22:05",19.919,2 (Full),92,0F547D1C
0.00,0,0.00,0,0,0,239,17,4.014,0,7.792,5.117,29,186,2,1,2,-7.4359616,112.7210496,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:44","Tue, 13 Oct 2020, 14:21:54",19.918,2 (Full),92,ABABB1DE
0.00,0,0.00,0,0,0,234,22,4.014,100,7.741,5.117,31,178,1,1,2.3,-7.4354736,112.7210752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:39","Tue, 13 Oct 2020, 14:21:51",19.917,2 (Full),92,EA04CB03
0.00,0,0.00,0,0,0,229,27,4.014,100,7.715,5.117,30,176,2,1,2.6,-7.4352296,112.7210752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:34","Tue, 13 Oct 2020, 14:21:41",19.916,2 (Full),92,3482167B
0.00,0,0.00,0,0,0,224,32,4.014,100,7.665,5.117,33,174,1,1,3.2,-7.4347704,112.7210112,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:29","Tue, 13 Oct 2020, 14:21:37",19.915,2 (Full),92,6A719115
0.00,0,0.00,0,0,0,219,37,4.014,100,7.610,5.117,32,172,1,1,3.3,-7.4342576,112.7209472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:24","Tue, 13 Oct 2020, 14:21:34",19.914,2 (Full),92,7E59F0BE
0.00,0,0.00,0,0,0,214,42,4.014,96,7.583,5.117,29,174,1,1,3.1,-7.43402,112.7209344,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:19","Tue, 13 Oct 2020, 14:21:32",19.913,2 (Full),92,4DA80537
0.00,0,0.00,0,0,0,209,47,4.014,100,7.536,5.117,30,172,1,1,3,-7.4335816,112.7208832,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:14","Tue, 13 Oct 2020, 14:21:29",19.912,2 (Full),92,7FBF2B01
0.00,0,0.00,0,0,0,204,52,4.014,90,7.486,5.117,33,192,1,1,2.5,-7.43312,112.7209216,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:09","Tue, 13 Oct 2020, 14:20:18",19.911,2 (Full),92,651D6EB2
0.00,0,0.00,0,0,0,199,57,4.014,77,7.459,5.117,38,194,1,1,2,-7.4328696,112.7209728,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:20:04","Tue, 13 Oct 2020, 14:20:13",19.910,2 (Full),92,506A9956
0.00,0,0.00,0,0,0,194,62,4.014,93,7.393,5.117,41,210,1,1,1.3,-7.4323192,112.72128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:59","Tue, 13 Oct 2020, 14:20:09",19.909,2 (Full),92,03615596
0.00,0,0.00,0,0,0,189,67,4.014,87,7.326,5.117,39,208,1,1,1.2,-7.4317848,112.7215744,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:54","Tue, 13 Oct 2020, 14:20:04",19.908,2 (Full),92,879295DA
0.00,0,0.00,0,0,0,184,72,4.014,93,7.293,5.117,40,204,1,1,1.2,-7.431516,112.7217152,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:49","Tue, 13 Oct 2020, 14:20:01",19.907,2 (Full),92,0F8E9125
0.00,0,0.00,0,0,0,179,77,4.014,93,7.227,5.117,38,196,1,1,1.3,-7.4309488,112.7219328,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:44","Tue, 13 Oct 2020, 14:19:58",19.906,2 (Full),92,8315165D
0.00,0,0.00,0,0,0,174,82,4.014,93,7.164,5.117,37,190,1,1,1.9,-7.4303872,112.7220864,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:39","Tue, 13 Oct 2020, 14:19:55",19.905,2 (Full),92,D71BF679
0.00,0,0.00,0,0,0,169,87,4.014,87,7.133,5.117,38,190,1,1,2.3,-7.430104,112.7221376,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:34","Tue, 13 Oct 2020, 14:19:49",19.904,2 (Full),92,3CA6A1A8
0.00,0,0.00,0,0,0,164,92,4.014,83,7.068,5.116,40,190,1,1,2,-7.4295216,112.7222656,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:29","Tue, 13 Oct 2020, 14:19:47",19.903,2 (Full),92,1EE86FAD
0.00,0,0.00,0,0,0,159,97,4.014,90,7.002,5.116,38,190,1,1,2.1,-7.4289288,112.7223808,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:24","Tue, 13 Oct 2020, 14:19:44",19.902,2 (Full),92,C430E301
0.00,0,0.00,0,0,0,154,102,4.014,87,6.970,5.116,37,190,1,1,2.2,-7.428644,112.722432,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:19","Tue, 13 Oct 2020, 14:19:41",19.901,2 (Full),92,5302FDFA
0.00,0,0.00,0,0,0,149,107,4.014,93,6.912,5.116,34,192,1,1,2.9,-7.4281104,112.7225472,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:14","Tue, 13 Oct 2020, 14:19:39",19.900,2 (Full),92,3214094F
0.00,0,0.00,0,0,0,144,112,4.014,87,6.859,5.116,24,192,1,1,2.7,-7.4276472,112.7226368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:09","Tue, 13 Oct 2020, 14:19:36",19.899,2 (Full),92,82F4B847
0.00,0,0.00,0,0,0,139,117,4.014,80,6.839,5.116,16,196,1,1,2.8,-7.4274992,112.722688,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:19:04","Tue, 13 Oct 2020, 14:19:32",19.898,2 (Full),92,B01E3AA0
0.00,0,0.00,0,0,0,134,122,4.014,77,6.839,5.116,0,0,1,1,2.8,-7.4273984,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:59","Tue, 13 Oct 2020, 14:19:29",19.897,2 (Full),92,A38D1EC9
0.00,0,0.00,0,0,0,129,127,4.014,77,6.839,5.116,0,0,1,1,2.9,-7.4274056,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:54","Tue, 13 Oct 2020, 14:19:26",19.896,2 (Full),92,1CF8230A
0.00,0,0.00,0,0,0,124,132,4.014,83,6.839,5.116,0,0,1,1,2.9,-7.4274064,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:49","Tue, 13 Oct 2020, 14:19:24",19.895,2 (Full),92,A71B6200
0.00,0,0.00,0,0,0,119,137,3.996,74,6.839,5.116,0,0,1,1,3.1,-7.427408,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:44","Tue, 13 Oct 2020, 14:19:19",19.894,2 (Full),92,0F7F57AA
0.00,0,0.00,0,0,0,114,142,4.014,74,6.839,5.116,0,0,1,1,3.2,-7.4274032,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:39","Tue, 13 Oct 2020, 14:19:17",19.893,2 (Full),92,6FCD29B7
0.00,0,0.00,0,0,0,109,147,4.014,70,6.839,5.116,0,0,1,1,3.1,-7.4274016,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:34","Tue, 13 Oct 2020, 14:19:12",19.892,2 (Full),92,52E94A74
0.00,0,0.00,0,0,0,104,152,4.014,74,6.839,5.116,1,0,1,1,2.9,-7.4273976,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:29","Tue, 13 Oct 2020, 14:19:09",19.891,2 (Full),92,8935C9FC
0.00,0,0.00,0,0,0,99,157,3.996,74,6.839,5.116,21,194,1,1,2.6,-7.4272816,112.7227264,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:24","Tue, 13 Oct 2020, 14:19:04",19.890,2 (Full),92,54656F81
0.00,0,0.00,0,0,0,94,162,4.014,77,6.822,5.116,29,188,1,1,2.3,-7.4271024,112.722752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:18:19","Tue, 13 Oct 2020, 14:19:01",19.889,2 (Full),92,E06360BF
