BMS-2 Temperature (Celcius),BMS-2 SoC (%),BMS-1 Temperature (Celcius),BMS-1 SoC (%),Trip B (Km),Trip A (Km),Battery Efficiency (Km/kWh),Range Approximation (Km),Battery Voltage (mVolt),Signal Quality (%),Odometer2 (m),Odometer (Km),Vehicle Speed (Km/hr),GPS Heading (Degree),GPS VDOP,GPS HDOP,GPS Altitude (m),GPS Latitude,GPS Longitude,BMS-2 Current (Ampere),BMS-2 Voltage (Volt),BMS-1 Current (Ampere),BMS-1 Voltage (Volt),Events Group,Driver ID,RTC Log Datetime,RTC Send Datetime,Sequential ID,Frame ID (Type),Size (Bytes),CRC
0.00,0,0.00,0,0,0,204,52,3.996,74,15.990,5.125,29,278,1,1,1.7,-7.4238384,112.6992128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:29","Tue, 13 Oct 2020, 14:41:29",20.167,2 (Full),92,2322F3E8
0.00,0,0.00,0,0,0,199,57,3.960,74,15.939,5.125,33,276,1,1,1.7,-7.4239112,112.699712,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:24","Tue, 13 Oct 2020, 14:41:24",20.166,2 (Full),92,40377F53
0.00,0,0.00,0,0,0,194,62,3.960,80,15.912,5.125,28,276,1,1,1.8,-7.4239392,112.6999552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:19","Tue, 13 Oct 2020, 14:41:21",20.165,2 (Full),92,5E1A2D26
0.00,0,0.00,0,0,0,189,67,3.960,100,15.869,5.125,15,272,1,1,1.8,-7.4239816,112.7003008,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:14","Tue, 13 Oct 2020, 14:41:19",20.164,2 (Full),92,8152E9B0
0.00,0,0.00,0,0,0,184,72,3.960,90,15.869,5.125,16,276,1,1,1.6,-7.423992,112.7004544,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:09","Tue, 13 Oct 2020, 14:41:16",20.163,2 (Full),92,A8E8AE6E
0.00,0,0.00,0,0,0,179,77,3.960,90,15.869,5.125,10,276,1,1,1.6,-7.4240032,112.7005696,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:41:04","Tue, 13 Oct 2020, 14:41:14",20.162,2 (Full),92,063A366F
0.00,0,0.00,0,0,0,174,82,3.960,96,15.854,5.125,33,272,1,1,1.6,-7.4240248,112.700864,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:59","Tue, 13 Oct 2020, 14:41:12",20.161,2 (Full),92,7A4DE598
0.00,0,0.00,0,0,0,169,87,3.960,77,15.796,5.125,37,270,1,1,1.5,-7.424044,112.7014144,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:54","Tue, 13 Oct 2020, 14:41:10",20.160,2 (Full),92,A74A1345
0.00,0,0.00,0,0,0,164,92,3.960,74,15.765,5.125,37,272,1,1,1.5,-7.4240496,112.701696,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:49","Tue, 13 Oct 2020, 14:41:08",20.159,2 (Full),92,0D04F8F0
0.00,0,0.00,0,0,0,159,97,3.978,74,15.705,5.125,36,272,1,1,1.6,-7.4240824,112.7022464,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:44","Tue, 13 Oct 2020, 14:41:05",20.158,2 (Full),92,EB4977B6
0.00,0,0.00,0,0,0,154,102,4.014,45,15.646,5.125,35,272,1,1,1.6,-7.424112,112.7027968,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:39","Tue, 13 Oct 2020, 14:41:03",20.157,2 (Full),92,A286CF3E
0.00,0,0.00,0,0,0,149,107,4.014,45,15.617,5.125,41,270,1,1,1.6,-7.4241312,112.7030784,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:34","Tue, 13 Oct 2020, 14:41:00",20.156,2 (Full),92,E64D6F0D
0.00,0,0.00,0,0,0,144,112,3.996,45,15.555,5.125,33,274,1,1,1.7,-7.4241712,112.703616,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:29","Tue, 13 Oct 2020, 14:40:58",20.155,2 (Full),92,55EA29EF
0.00,0,0.00,0,0,0,139,117,3.996,45,15.504,5.125,28,270,1,1,1.8,-7.424216,112.7041024,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:24","Tue, 13 Oct 2020, 14:40:56",20.154,2 (Full),92,DB3EB099
0.00,0,0.00,0,0,0,134,122,3.996,67,15.481,5.125,24,278,1,1,1.8,-7.424236,112.7042944,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:19","Tue, 13 Oct 2020, 14:40:54",20.153,2 (Full),92,855111AE
0.00,0,0.00,0,0,0,129,127,4.014,67,15.461,5.125,15,274,1,1,1.6,-7.4242704,112.7045888,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:14","Tue, 13 Oct 2020, 14:40:52",20.152,2 (Full),92,944C4195
0.00,0,0.00,0,0,0,124,132,3.996,67,15.461,5.125,27,280,1,1,1.7,-7.4243104,112.7048448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:09","Tue, 13 Oct 2020, 14:40:50",20.151,2 (Full),92,C632DF95
0.00,0,0.00,0,0,0,119,137,3.996,67,15.438,5.125,28,284,1,1,1.8,-7.4243616,112.7050752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:40:04","Tue, 13 Oct 2020, 14:40:47",20.150,2 (Full),92,0B6DA527
0.00,0,0.00,0,0,0,114,142,3.996,64,15.391,5.125,24,296,1,1,1.6,-7.4245128,112.7054464,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:59","Tue, 13 Oct 2020, 14:40:19",20.149,2 (Full),92,AA5EE6D0
0.00,0,0.00,0,0,0,109,147,3.996,64,15.351,5.125,23,298,1,1,1.7,-7.4246832,112.705792,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:54","Tue, 13 Oct 2020, 14:40:00",20.148,2 (Full),92,32DCA534
0.00,0,0.00,0,0,0,104,152,3.996,67,15.332,5.125,21,298,1,1,1.7,-7.424768,112.7059456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:49","Tue, 13 Oct 2020, 14:39:52",20.147,2 (Full),92,66EFE1AF
0.00,0,0.00,0,0,0,99,157,3.996,67,15.297,5.125,30,298,1,1,1.8,-7.4249288,112.7062272,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:44","Tue, 13 Oct 2020, 14:39:44",20.146,2 (Full),92,0767273B
0.00,0,0.00,0,0,0,94,162,3.996,67,15.248,5.125,28,296,1,1,1.8,-7.4251352,112.7066368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:39","Tue, 13 Oct 2020, 14:39:40",20.145,2 (Full),92,6D8A1F77
0.00,0,0.00,0,0,0,89,167,3.996,83,15.224,5.125,28,296,1,1,1.8,-7.4252344,112.7068288,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:34","Tue, 13 Oct 2020, 14:39:35",20.144,2 (Full),92,2D60FBDE
0.00,0,0.00,0,0,0,84,172,3.978,74,15.179,5.125,23,298,1,1,1.7,-7.425424,112.7072128,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:29","Tue, 13 Oct 2020, 14:39:30",20.143,2 (Full),92,BA853905
0.00,0,0.00,0,0,0,79,177,3.996,93,15.145,5.124,12,292,1,1,1.8,-7.4255544,112.707456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:24","Tue, 13 Oct 2020, 14:39:28",20.142,2 (Full),92,7CE9ADDD
0.00,0,0.00,0,0,0,74,182,3.996,93,15.145,5.124,3,292,1,1,1.7,-7.425584,112.70752,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:19","Tue, 13 Oct 2020, 14:39:20",20.141,2 (Full),92,666C2E7A
0.00,0,0.00,0,0,0,69,187,3.996,90,15.145,5.124,0,0,1,1,1.7,-7.4255904,112.7075328,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:14","Tue, 13 Oct 2020, 14:39:15",20.140,2 (Full),92,08D87AC0
0.00,0,0.00,0,0,0,64,192,3.996,93,15.145,5.124,0,0,1,1,1.8,-7.4255928,112.7075456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:09","Tue, 13 Oct 2020, 14:39:10",20.139,2 (Full),92,B2D0612E
0.00,0,0.00,0,0,0,59,197,3.996,90,15.145,5.124,0,0,1,1,1.7,-7.425596,112.7075456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:39:04","Tue, 13 Oct 2020, 14:39:05",20.138,2 (Full),92,7C3785C8
0.00,0,0.00,0,0,0,54,202,3.996,90,15.145,5.124,0,0,1,1,1.7,-7.4255968,112.7075456,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:59","Tue, 13 Oct 2020, 14:38:59",20.137,2 (Full),92,00A72951
0.00,0,0.00,0,0,0,49,207,3.978,83,15.145,5.124,13,296,1,1,1.7,-7.4256512,112.7076736,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:54","Tue, 13 Oct 2020, 14:38:56",20.136,2 (Full),92,125573B3
0.00,0,0.00,0,0,0,44,212,3.996,83,15.145,5.124,13,296,1,1,1.7,-7.4256984,112.707776,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:49","Tue, 13 Oct 2020, 14:38:49",20.135,2 (Full),92,1899B61B
0.00,0,0.00,0,0,0,39,217,3.996,100,15.145,5.124,13,292,1,1,1.7,-7.42578,112.7079424,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:44","Tue, 13 Oct 2020, 14:38:44",20.134,2 (Full),92,49EAB585
0.00,0,0.00,0,0,0,34,222,3.996,100,15.130,5.124,29,294,1,1,1.7,-7.4258984,112.7081856,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:39","Tue, 13 Oct 2020, 14:38:40",20.133,2 (Full),92,020CBECB
0.00,0,0.00,0,0,0,29,227,3.996,100,15.106,5.124,36,296,2,1,1.7,-7.4260192,112.7084288,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:34","Tue, 13 Oct 2020, 14:38:35",20.132,2 (Full),92,03B5707F
0.00,0,0.00,0,0,0,24,232,3.996,100,15.046,5.124,38,306,2,1,1.7,-7.4262984,112.7089408,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:29","Tue, 13 Oct 2020, 14:38:29",20.131,2 (Full),92,EB41849F
0.00,0,0.00,0,0,0,19,237,3.996,100,14.983,5.124,37,310,2,1,1.6,-7.4266744,112.7094016,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:24","Tue, 13 Oct 2020, 14:38:25",20.130,2 (Full),92,7D957658
0.00,0,0.00,0,0,0,14,242,3.996,100,14.952,5.124,37,306,2,1,1.6,-7.4268576,112.709632,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:19","Tue, 13 Oct 2020, 14:38:19",20.129,2 (Full),92,8E485EB5
0.00,0,0.00,0,0,0,9,247,3.996,100,14.892,5.124,36,298,2,1,1.6,-7.4271552,112.7101056,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:14","Tue, 13 Oct 2020, 14:38:16",20.128,2 (Full),92,E08FE06C
0.00,0,0.00,0,0,0,4,252,3.996,100,14.833,5.124,38,300,2,1,1.5,-7.4274288,112.710592,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:09","Tue, 13 Oct 2020, 14:38:10",20.127,2 (Full),92,C2EED9A4
0.00,0,0.00,0,0,0,255,1,3.996,93,14.801,5.124,39,302,2,1,1.3,-7.4275912,112.7108736,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:38:04","Tue, 13 Oct 2020, 14:38:04",20.126,2 (Full),92,777C8F2D
0.00,0,0.00,0,0,0,250,6,3.996,74,14.737,5.124,38,302,1,1,1,-7.4279216,112.7114112,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:59","Tue, 13 Oct 2020, 14:38:00",20.125,2 (Full),92,03D6CCE3
0.00,0,0.00,0,0,0,245,11,3.996,74,14.675,5.124,33,302,2,1,0.9,-7.428252,112.7119232,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:54","Tue, 13 Oct 2020, 14:37:54",20.124,2 (Full),92,B2A567E2
0.00,0,0.00,0,0,0,240,16,3.996,83,14.648,5.124,32,298,2,1,1.1,-7.4283832,112.7121408,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:49","Tue, 13 Oct 2020, 14:37:49",20.123,2 (Full),92,04EBF3D3
0.00,0,0.00,0,0,0,235,21,3.996,67,14.592,5.124,34,268,2,1,1.1,-7.42854,112.7126528,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:44","Tue, 13 Oct 2020, 14:37:45",20.122,2 (Full),92,9AB66BDC
0.00,0,0.00,0,0,0,230,26,3.996,64,14.537,5.124,33,252,2,1,1.3,-7.42842,112.7131648,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:39","Tue, 13 Oct 2020, 14:37:39",20.121,2 (Full),92,405CCAAF
0.00,0,0.00,0,0,0,225,31,3.996,74,14.509,5.124,32,250,2,1,1.1,-7.428352,112.713408,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:34","Tue, 13 Oct 2020, 14:37:35",20.120,2 (Full),92,ABB0CFB8
0.00,0,0.00,0,0,0,220,36,3.996,70,14.455,5.124,30,250,2,1,1.2,-7.428156,112.7138816,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:29","Tue, 13 Oct 2020, 14:37:29",20.119,2 (Full),92,C6ED22B1
0.00,0,0.00,0,0,0,215,41,3.996,87,14.406,5.124,31,246,2,1,1.2,-7.4280168,112.714368,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:24","Tue, 13 Oct 2020, 14:37:25",20.118,2 (Full),92,D8469E1A
0.00,0,0.00,0,0,0,210,46,3.996,74,14.380,5.124,26,242,2,1,1.1,-7.4279376,112.7145984,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:19","Tue, 13 Oct 2020, 14:37:20",20.117,2 (Full),92,4AA1BBBD
0.00,0,0.00,0,0,0,205,51,3.996,100,14.343,5.124,18,240,1,1,1.3,-7.4277984,112.7149184,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:14","Tue, 13 Oct 2020, 14:37:15",20.116,2 (Full),92,CEC73AF7
0.00,0,0.00,0,0,0,200,56,3.996,67,14.328,5.124,9,256,1,1,1.5,-7.427716,112.7150464,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:09","Tue, 13 Oct 2020, 14:37:09",20.115,2 (Full),92,FF72DAC0
0.00,0,0.00,0,0,0,195,61,3.996,64,14.328,5.124,24,272,1,1,1.6,-7.4276912,112.7151744,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:37:04","Tue, 13 Oct 2020, 14:37:05",20.114,2 (Full),92,AF5A293A
0.00,0,0.00,0,0,0,190,66,3.996,64,14.291,5.124,18,286,1,1,1.8,-7.4277632,112.7154944,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:59","Tue, 13 Oct 2020, 14:37:00",20.113,2 (Full),92,8F589F8D
0.00,0,0.00,0,0,0,185,71,3.996,67,14.276,5.124,15,284,1,1,1.9,-7.4278344,112.7157248,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:54","Tue, 13 Oct 2020, 14:36:54",20.112,2 (Full),92,16838A86
0.00,0,0.00,0,0,0,180,76,3.996,61,14.276,5.124,13,294,1,1,2,-7.4278648,112.71584,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:49","Tue, 13 Oct 2020, 14:36:50",20.111,2 (Full),92,3711288C
0.00,0,0.00,0,0,0,175,81,3.996,61,14.276,5.124,0,0,1,1,2,-7.4279128,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:44","Tue, 13 Oct 2020, 14:36:45",20.110,2 (Full),92,BBF1D51B
0.00,0,0.00,0,0,0,170,86,3.996,54,14.276,5.124,0,0,1,1,2.1,-7.4279144,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:39","Tue, 13 Oct 2020, 14:36:39",20.109,2 (Full),92,8B3785B2
0.00,0,0.00,0,0,0,165,91,3.996,58,14.276,5.124,0,0,1,1,2.1,-7.4279152,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:34","Tue, 13 Oct 2020, 14:36:35",20.108,2 (Full),92,818B05B4
0.00,0,0.00,0,0,0,160,96,3.996,64,14.276,5.124,0,0,2,1,2.1,-7.4279128,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:29","Tue, 13 Oct 2020, 14:36:30",20.107,2 (Full),92,23DAF1CE
0.00,0,0.00,0,0,0,155,101,3.996,61,14.276,5.124,0,0,2,1,2.1,-7.4279128,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:24","Tue, 13 Oct 2020, 14:36:25",20.106,2 (Full),92,E544A639
0.00,0,0.00,0,0,0,150,106,3.996,64,14.276,5.124,0,0,1,1,2.1,-7.4279128,112.7159168,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:19","Tue, 13 Oct 2020, 14:36:19",20.105,2 (Full),92,EE15BC96
0.00,0,0.00,0,0,0,145,111,3.996,64,14.276,5.124,0,0,1,1,2,-7.4279168,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:14","Tue, 13 Oct 2020, 14:36:15",20.104,2 (Full),92,46740724
0.00,0,0.00,0,0,0,140,116,3.996,54,14.276,5.124,0,0,1,1,1.9,-7.4279152,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:09","Tue, 13 Oct 2020, 14:36:10",20.103,2 (Full),92,248B91D3
0.00,0,0.00,0,0,0,135,121,3.996,70,14.276,5.124,0,0,1,1,1.9,-7.4279152,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:36:04","Tue, 13 Oct 2020, 14:36:04",20.102,2 (Full),92,2895CE46
0.00,0,0.00,0,0,0,130,126,3.996,67,14.276,5.124,0,0,1,1,1.9,-7.4279144,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:59","Tue, 13 Oct 2020, 14:36:00",20.101,2 (Full),92,B77C75A7
0.00,0,0.00,0,0,0,125,131,3.996,58,14.276,5.124,0,0,1,1,1.9,-7.427912,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:54","Tue, 13 Oct 2020, 14:35:54",20.100,2 (Full),92,430824D9
0.00,0,0.00,0,0,0,120,136,3.996,67,14.276,5.124,0,0,1,1,1.9,-7.4279112,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:49","Tue, 13 Oct 2020, 14:35:50",20.099,2 (Full),92,B9007D99
0.00,0,0.00,0,0,0,115,141,3.996,70,14.276,5.124,0,0,1,1,1.9,-7.4279104,112.7159296,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:44","Tue, 13 Oct 2020, 14:35:45",20.098,2 (Full),92,E4B44C95
0.00,0,0.00,0,0,0,110,146,3.996,67,14.276,5.124,0,0,1,1,1.8,-7.4279128,112.7159552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:39","Tue, 13 Oct 2020, 14:35:40",20.097,2 (Full),92,8D27FE59
0.00,0,0.00,0,0,0,105,151,3.996,61,14.276,5.124,0,0,1,1,1.8,-7.4279176,112.7159552,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:34","Tue, 13 Oct 2020, 14:35:35",20.096,2 (Full),92,E33BB6A4
0.00,0,0.00,0,0,0,100,156,3.996,64,14.276,5.124,26,290,2,1,1.7,-7.4279584,112.7160704,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:29","Tue, 13 Oct 2020, 14:35:29",20.095,2 (Full),92,5A24CF68
0.00,0,0.00,0,0,0,95,161,3.996,54,14.224,5.124,34,292,2,1,1.9,-7.4281448,112.7165312,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:24","Tue, 13 Oct 2020, 14:35:25",20.094,2 (Full),92,4D95CD6A
0.00,0,0.00,0,0,0,90,166,3.996,54,14.195,5.124,32,294,2,1,1.8,-7.4282408,112.7167872,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:19","Tue, 13 Oct 2020, 14:35:20",20.093,2 (Full),92,33973764
0.00,0,0.00,0,0,0,85,171,3.996,61,14.146,5.123,19,298,2,1,1.7,-7.4284136,112.7171584,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:14","Tue, 13 Oct 2020, 14:35:15",20.092,2 (Full),92,4B357B72
0.00,0,0.00,0,0,0,80,176,3.996,54,14.131,5.123,20,292,2,1,1.7,-7.4285056,112.7173504,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:09","Tue, 13 Oct 2020, 14:35:09",20.091,2 (Full),92,BF320159
0.00,0,0.00,0,0,0,75,181,3.996,77,14.115,5.123,35,296,1,1,1.7,-7.4285976,112.7175424,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:35:04","Tue, 13 Oct 2020, 14:35:05",20.090,2 (Full),92,EB86A831
0.00,0,0.00,0,0,0,70,186,3.996,77,14.059,5.123,29,298,2,1,1.8,-7.4288352,112.7180032,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:59","Tue, 13 Oct 2020, 14:35:00",20.089,2 (Full),92,FFCA7C82
0.00,0,0.00,0,0,0,65,191,3.996,74,14.018,5.123,5,308,2,1,1.6,-7.4290072,112.7182592,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:54","Tue, 13 Oct 2020, 14:34:54",20.088,2 (Full),92,DC043D71
0.00,0,0.00,0,0,0,60,196,3.996,77,14.018,5.123,15,296,2,1,1.5,-7.4290376,112.7183104,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:49","Tue, 13 Oct 2020, 14:34:50",20.087,2 (Full),92,A09730ED
0.00,0,0.00,0,0,0,55,201,4.014,74,13.988,5.123,38,294,2,1,1.3,-7.4292864,112.71872,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:44","Tue, 13 Oct 2020, 14:34:44",20.086,2 (Full),92,E699D9A3
0.00,0,0.00,0,0,0,50,206,3.960,77,13.926,5.123,38,292,2,1,1.8,-7.4295576,112.7192192,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:39","Tue, 13 Oct 2020, 14:34:39",20.085,2 (Full),92,4CC63F34
0.00,0,0.00,0,0,0,45,211,3.978,87,13.895,5.123,36,300,2,1,2.1,-7.4296784,112.719488,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:34","Tue, 13 Oct 2020, 14:34:37",20.084,2 (Full),92,C1FA91D8
0.00,0,0.00,0,0,0,40,216,3.996,87,13.836,5.123,35,282,2,1,2.5,-7.4299136,112.7199872,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:29","Tue, 13 Oct 2020, 14:34:30",20.083,2 (Full),92,E301C716
0.00,0,0.00,0,0,0,35,221,3.996,93,13.780,5.123,28,282,1,1,3.1,-7.429992,112.7204864,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:24","Tue, 13 Oct 2020, 14:34:24",20.082,2 (Full),92,FD4545DC
0.00,0,0.00,0,0,0,30,226,3.978,93,13.757,5.123,22,288,1,1,3.1,-7.4300392,112.7206912,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:19","Tue, 13 Oct 2020, 14:34:20",20.081,2 (Full),92,F021A77B
0.00,0,0.00,0,0,0,25,231,3.996,100,13.739,5.123,2,276,1,1,2.9,-7.4301248,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:14","Tue, 13 Oct 2020, 14:34:15",20.080,2 (Full),92,4C4A00DF
0.00,0,0.00,0,0,0,20,236,3.978,100,13.739,5.123,0,0,1,1,2.9,-7.4301256,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:09","Tue, 13 Oct 2020, 14:34:10",20.079,2 (Full),92,38AA96CA
0.00,0,0.00,0,0,0,15,241,3.996,100,13.739,5.123,0,0,1,1,3,-7.430124,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:34:04","Tue, 13 Oct 2020, 14:34:05",20.078,2 (Full),92,EA86A8BB
0.00,0,0.00,0,0,0,10,246,3.996,100,13.739,5.123,0,0,1,1,2.8,-7.4301288,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:59","Tue, 13 Oct 2020, 14:33:59",20.077,2 (Full),92,0954F530
0.00,0,0.00,0,0,0,5,251,3.978,100,13.739,5.123,0,0,1,1,2.8,-7.4301288,112.7208448,0.00,0.00,0.00,0.00,0000000000000000,NONE,"Tue, 13 Oct 2020, 14:33:54","Tue, 13 Oct 2020, 14:33:55",20.076,2 (Full),92,A7715A01
